no,page,supplier_agent,supplier_valid_until,product_materials,product_type,classification,brand,attachment_urls,source_url
1,0,"SHING  LAM HUAT SDN BHD LOT 60359, JALAN KPB 2, BUKIT BELIMBING, BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",21-01-2028,PILLAR HYDRANT,A [Conveyance of Water],PILLAR HYDRANT,TVT,https://water.sabah.gov.my/sites/default/files/uploads/products/25627/sijil-website-jans202615-shing-lam-huat-batch-2-pillar-hydrant.pdf,https://water.sabah.gov.my/products?page=0
2,0,"SHING  LAM HUAT SDN BHD LOT 60359, JALAN KPB 2, BUKIT BELIMBING, BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",21-01-2028,BRASS GATE VALVE,A [Flow Control],VALVE,TVT,https://water.sabah.gov.my/sites/default/files/uploads/products/25626/sijil-website-jans202614-shing-lam-huat-batch-2-brass-gate-valve.pdf,https://water.sabah.gov.my/products?page=0
3,0,"SMP SOLUTIONS & ENGINEERING SDN BHD INANAM CAPITAL BLOCK G, UNIT 58, 1ST FLOOR JALAN NOUNTUN INANAM 88450 KOTA KINABALU",21-01-2028,ELECTROMAGNETIC FLOWMETER,B [Instrumentation and Control],FLOW METER,ENDRESS+HAUSER,https://water.sabah.gov.my/sites/default/files/uploads/products/25625/sijil-website-jans202613-smp-solutions-engineering-sdn-bhd-electromagnetic-flow-meter.pdf,https://water.sabah.gov.my/products?page=0
4,0,"SMP SOLUTIONS & ENGINEERING SDN BHD INANAM CAPITAL BLOCK G, UNIT 58, 1ST FLOOR JALAN NOUNTUN INANAM 88450 KOTA KINABALU",21-01-2028,ULTRASONIC FLOWMETER,B [Instrumentation and Control],FLOW METER,ENDRESS+HAUSER,https://water.sabah.gov.my/sites/default/files/uploads/products/25624/sijil-website-jans202612-smp-solutions-engineering-sdn-bhd-level-meter-ultrasonic-flow-meter.pdf,https://water.sabah.gov.my/products?page=0
5,0,"SMP SOLUTIONS & ENGINEERING SDN BHD INANAM CAPITAL BLOCK G, UNIT 58, 1ST FLOOR JALAN NOUNTUN INANAM 88450 KOTA KINABALU",21-01-2028,LEVEL METER,B [Instrumentation and Control],LEVEL METER,ENDRESS+HAUSER,https://water.sabah.gov.my/sites/default/files/uploads/products/25623/sijil-website-jans202611-smp-solutions-engineering-sdn-bhd-level-meter.pdf,https://water.sabah.gov.my/products?page=0
6,0,"SOHO PLUMBING & HARDWARE SDN BHD LOT 502-C JALAN BAYAM KG KHATIB ALI, 15200 KOTA BHARU, KELANTAN",21-01-2028,PILLAR HYDRANT,A [Conveyance of Water],PILLAR HYDRANT,LOJI,https://water.sabah.gov.my/sites/default/files/uploads/products/25622/sijil-website-jans202610-soho-plumbing-hardware-sdn-bhd-pillar-hydrant.pdf,https://water.sabah.gov.my/products?page=0
7,0,"SOHO PLUMBING & HARDWARE SDN BHD LOT 502-C JALAN BAYAM KG KHATIB ALI, 15200 KOTA BHARU, KELANTAN",21-01-2028,VALVES,A [Conveyance of Water],VALVES,LOJI,https://water.sabah.gov.my/sites/default/files/uploads/products/25621/sijil-website-jans202609-soho-plumbing-hardware-sdn-bhd-valves.pdf,https://water.sabah.gov.my/products?page=0
8,0,"ECO VALVES & FITTINGS SDN BHD 8, PERSIARAN PERUSAHAAN KLEDANG UTARA 1/4, TAMAN PERINDUSTRIAN CHANDAN RAYA, MENGLEMBU, 31450 IPOH, PERAK DARUL RIDZUAN",21-01-2028,FITINGS,A [Conveyance of Water],FITTINGS,FOX,https://water.sabah.gov.my/sites/default/files/uploads/products/25620/sijil-website-jans202608-eco-valves-fittings-sdn-bhd-fittings-fox.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25620/sijil-website-jans202608-b-eco-valves-fittings-sdn-bhd-fittings-fox.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25620/sijil-website-jans202608-eco-valves-fittings-sdn-bhd-fittings-fox.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25620/sijil-website-jans202608-b-eco-valves-fittings-sdn-bhd-fittings-fox.pdf,https://water.sabah.gov.my/products?page=0
9,0,"ECO VALVES & FITTINGS SDN BHD 8, PERSIARAN PERUSAHAAN KLEDANG UTARA 1/4, TAMAN PERINDUSTRIAN CHANDAN RAYA, MENGLEMBU, 31450 IPOH, PERAK DARUL RIDZUAN",21-01-2028,FITTINGS,A [Conveyance of Water],FITTINGS,EVF,https://water.sabah.gov.my/sites/default/files/uploads/products/25619/sijil-website-jans202607-eco-valves-fittings-sdn-bhd-fittings.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25619/sijil-website-jans202607-b-eco-valves-fittings-sdn-bhd-fittings.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25619/sijil-website-jans202607-c-eco-valves-fittings-sdn-bhd-fittings.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25619/sijil-website-jans202607-eco-valves-fittings-sdn-bhd-fittings.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25619/sijil-website-jans202607-b-eco-valves-fittings-sdn-bhd-fittings.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25619/sijil-website-jans202607-c-eco-valves-fittings-sdn-bhd-fittings.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25619/sijil-website-jans202607-eco-valves-fittings-sdn-bhd-fittings.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25619/sijil-website-jans202607-b-eco-valves-fittings-sdn-bhd-fittings.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25619/sijil-website-jans202607-c-eco-valves-fittings-sdn-bhd-fittings.pdf,https://water.sabah.gov.my/products?page=0
10,0,"ECO VALVES & FITTINGS SDN BHD 8, PERSIARAN PERUSAHAAN KLEDANG UTARA 1/4, TAMAN PERINDUSTRIAN CHANDAN RAYA, MENGLEMBU, 31450 IPOH, PERAK DARUL RIDZUAN",21-01-2028,VALVES,A  [Flow Control],VALVES,EVF,https://water.sabah.gov.my/sites/default/files/uploads/products/25618/sijil-website-jans202606-eco-valves-fittings-sdn-bhd-valves.pdf,https://water.sabah.gov.my/products?page=0
11,0,"ORIENTAL STEEL PIPE SDN BHD LOT 3, LORONG SUNGAI CHANDONG,TAMAN PERINDUSTRIAN PULAU INDAH, 42009 PELABUHAN KLANG, SELANGOR DARUL EHSAN",21-01-2028,STEEL PIPE,A [Conveyance of Water],PIPE,ORIENTAL STEEL PIPE,https://water.sabah.gov.my/sites/default/files/uploads/products/25617/sijil-website-jans202605-oriental-steel-pipe-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=0
12,0,"SVM WATER CONTROLS SDN BHD NO.2, JALAN TP 5A, TAMAN PERINDUSTRIAN UEP, 47600 SUBANG JAYA, SELANGOR",21-01-2028,CONTROL VALVE,B [Flow Control],VALVE,SINGER,https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-b-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-c-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-d-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-e-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-f-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-b-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-c-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-d-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-e-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-f-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-b-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-c-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-d-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-e-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-f-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-b-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-c-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-d-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-e-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-f-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-b-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-c-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-d-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-e-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-f-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-b-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-c-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-d-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-e-svm-water-controls-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/25616/sijil-website-jans202604-f-svm-water-controls-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=0
13,0,"CEW SIN PLASTIC PIPE SDN BHD LOT 305010, JALAN CHEPOR 11/10, PUSAT INDUSTRI SERAMIK FASA 2, CHEPOR, 31200 CHEMOR, PERAK DARUL RIDZUAN",21-01-2028,UPVC PIPES,A [Conveyance of Water],PIPES,CS,https://water.sabah.gov.my/sites/default/files/uploads/products/25615/sijil-website-jans202603-cew-sin-plastic-pipe-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=0
14,0,"HEAP WAH BARAKAH SDN BHD 38,40 & 46 JALAN 18/2, 46000 PETALING JAYA, SELANGOR DARUL EHSAN",21-01-2028,DUCTILE IRON (DI) PIPES,A [WATER PIPES],PIPES,PAM,https://water.sabah.gov.my/sites/default/files/uploads/products/25614/sijil-website-jans202602-heap-wah-barakah-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=0
15,0,"IKHUA ENGINEERING SDN BHD No.1, Jalan 1/1, Taman Industri Selesa Jaya, Off Jalan Balakong, 43300 Seri Kembangan, Selangor",21-01-2028,PUMP,B [Flow Control],Pump,CNP,https://water.sabah.gov.my/sites/default/files/uploads/products/25613/sijil-website-jans202601-ikhua-engineering-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=0
16,0,"YMC TECHNOLOGIES SDN BHD No. 12 Jalan Astaka U8/83, Seksyen U8 Bukit Jelutong 40150 Shah Alam, Selangor",24-10-2027,Factory-Coated Bolted Carbon Steel Tanks For Water Storage,B - [WATER],TANKS,YHR TANKS,https://water.sabah.gov.my/sites/default/files/uploads/products/24936/sijil-website-jans2025140-ymc-technologies-sdn-bhd-yhr-tank.pdf,https://water.sabah.gov.my/products?page=0
17,0,"LUTZ-JESCO EAST ASIA SDN BHD No. 6, Jalan Saudagar U1/16A, Hicom Glenmarie Industrial Park 40150 Shah Alam, Selangor Darul Ehsan",18-11-2027,METERING PUMP,B [Water Treatment Equipment],METERING PUMP,LUTZ JESCO,https://water.sabah.gov.my/sites/default/files/uploads/products/24604/sijil-website-jans2025150abc-lutz-jesco-east-asia-sdn-bhd-metering-pump.pdf,https://water.sabah.gov.my/products?page=0
18,0,"LUTZ-JESCO EAST ASIA SDN BHD No. 6, Jalan Saudagar U1/16A, Hicom Glenmarie Industrial Park 40150 Shah Alam, Selangor Darul Ehsan",18-11-2027,Chlorine Dosing System,B [Water Treatment Equipment],Chlorine Dosing System,LUTZ JESCO,https://water.sabah.gov.my/sites/default/files/uploads/products/24603/sijil-website-jans2025149-lutz-jesco-east-asia-sdn-bhd-chlorine-dosing-system.pdf,https://water.sabah.gov.my/products?page=0
19,0,"DUHUB INDUSTRIES (M) SDN BHD No.4, Jln TPP 5/8, Taman Perindustrian Puchong Sek 5, 47100 Puchong, Selangor Darul Ehsan",18-11-2027,DUCTILE IRON PIPE & FITTINGS,A [Conveyance of Water],PIPES & FITTINGS,DHI,https://water.sabah.gov.my/sites/default/files/uploads/products/24600/sijil-website-jans2025148-abcd-duhub-industries-m-sdn-bhd-abcd.pdf,https://water.sabah.gov.my/products?page=0
20,0,"HEAP WAH BARAKAH SDN BHD 40, Jalan 18/2, 46000 Petaling Jaya, Selangor",18-11-2027,Copper Alloy Stopvalves,A  [Flow Control],STOPVALVE,JK,https://water.sabah.gov.my/sites/default/files/uploads/products/24599/sijil-website-jans2025147-heap-wah-barakah-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=0
21,0,"BESI ASIA ENGINEERING WORKS SDN BHD Lot 11, Sedco Likas Industrial Estate, Jalan Kelombong Batu 5½, Jalan Tuaran Inanam, P.O. Box 11746, 88819 Kota Kinabalu, Sabah",24-10-2027,MSCL PIPES & SPECIALS,A [Conveyance of Water],PIPE & SPECIALS,BAE,https://water.sabah.gov.my/sites/default/files/uploads/products/24590/sijil-website-jans2025146-besi-asia-engineering-works-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=0
22,0,"DP CONTROLS SDN BHD 42, Jln. Kuchai Maju 11, Kuchai Entrepreneur Park, Jln. Kuchai Lama, 58200 Kuala Lumpur",24-10-2027,ELECTROMAGNETIC FLOWMETER,B [Measuring Device],FLOW METER,EUROMAG,https://water.sabah.gov.my/sites/default/files/uploads/products/24589/sijil-website-jans2025145-dp-controls-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=0
23,0,"CHEMKIMIA SDN BHD No.19, Jalan Kenanga 6, Seksyen BB 11, Bandar Bukit Beruntung, 48300 Rawang, Selangor Darul Ehsan",24-10-2027,STREAMING CURRENT MONITOR (SCM) AUTOMATIC DOSING SYSTEM,B [Water Treatment Equipment],Automatic Dosing System,CHEMCHLOR®,https://water.sabah.gov.my/sites/default/files/uploads/products/24588/sijil-website-jans2025144-chemkimia-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=0
24,0,"BREEN INTERNATIONAL SDN BHD No.27, Jalan Industri PBP 8, Pusat Bandar Puchong, 47100 Puchong, Selangor Darul Ehsan",24-10-2027,VALVES,A  [Flow Control],VALVES,SCI,https://water.sabah.gov.my/sites/default/files/uploads/products/24587/sijil-website-jans2025143-breen-international-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=0
25,0,"BUTE ENGINEERING (M) SDN BHD Lot 10654, Jalan Permata 1/6, Arab Malaysian Industrial Park 71800 Nilai, Negeri Sembilan",24-10-2027,POLYPROPYLENE (PP) PIPES & FITTINGS,A [Conveyance of Water],PIPE & FITTINGS,BE,https://water.sabah.gov.my/sites/default/files/uploads/products/24586/sijil-website-jans2025142-bute-engineering.pdf,https://water.sabah.gov.my/products?page=0
26,0,"SVS ENGINEERING SDN BHD 76, Jalan Sungai Burung AA32/AA, Seksyen 32, Bukit Rimau, 40460 Shah Alam, Selangor Darul Ehsan",24-10-2027,ULTRASONIC FLOWMETER,B [Measuring Device],FLOW METER,JAIN,https://water.sabah.gov.my/sites/default/files/uploads/products/24585/sijil-website-jans2025141-svs-engineering-sdn-bhd-jain.pdf,https://water.sabah.gov.my/products?page=0
27,0,"STEELWORKS ENGINEERING SDN BHD Lot 3, Jalan CJ5, Kawasan Perindustrian Cheras Jaya, 43200 Balakong, Selangor Darul Ehsan",24-10-2027,Glass-Fiber Reinforcement [GRP] Sectional Water Tank,A [Storage of Water],WATER TANK,SUNNIK,https://water.sabah.gov.my/sites/default/files/uploads/products/24583/sijil-website-jans2025139-steelworks-engineering-sdn-bhd-sunnik.pdf,https://water.sabah.gov.my/products?page=0
28,0,"NAN YA HARDWARE SDN BHD Lot 4846, Jalan KPB 11A, Kawasan Perindustrian, Kampung Baru Balakong 43300 Seri Kembangan, Selangor",18-08-2027,FITTINGS,B [Conveyance Of Water],FITTINGS,NYM,https://water.sabah.gov.my/sites/default/files/uploads/products/23449/sijil-website-jans2025138-nan-ya-hardware-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=0
29,0,"NAN YA HARDWARE SDN BHD Lot 4846, Jalan KPB 11A, Kawasan Perindustrian, Kampung Baru Balakong 43300 Seri Kembangan, Selangor",18-08-2027,STAINLESS STEEL (SS) FITTINGS,B [Conveyance Of Water],FITTINGS,NYM,https://water.sabah.gov.my/sites/default/files/uploads/products/23448/sijil-website-jans2025137-nan-ya-hardware-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=0
30,0,"NAN YA HARDWARE SDN BHD Lot 4846, Jalan KPB 11A, Kawasan Perindustrian, Kampung Baru Balakong 43300 Seri Kembangan, Selangor",18-08-2027,LINING / COATING,B - [Lining/Coating],LINING/COATING,GUARDIAN,https://water.sabah.gov.my/sites/default/files/uploads/products/23447/sijil-website-jans2025136-nan-ya-hardware-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=0
31,1,"VODAPRO SDN BHD 100 Jalan Pusat Perniagaan 1, Pusat Perniagaan Raja Uda, 12300 Butterworth, Penang",18-08-2027,ELECTROMAGNETIC FLOWMETER,B [Instrumentation and Control],FLOW METER,HYDRO-AIR,https://water.sabah.gov.my/sites/default/files/uploads/products/23446/sijil-website-jans2025135-vodapro-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=1
32,1,"GRUNDFOS PUMPS SDN BHD 7, Jalan Peguam U1/25, Glenmarie Industrial Park, 40150, Shah Alam, Selangor",18-08-2027,PUMP,B,Pump,GRUNDFOS,https://water.sabah.gov.my/sites/default/files/uploads/products/23445/sijil-website-jans2025134ab-grundfos-pumps-sdn-bhd-b.pdf,https://water.sabah.gov.my/products?page=1
33,1,"SOLIDUM (SABAH) SDN BHD No.31, Lorong 1C, KKIP Selatan, IZ2 (RFB), Kota Kinabalu Industrial Park, 88460 Kota Kinabalu, Sabah",18-08-2027,STREAMING CURRENT MONITOR,B [Water Quality Monitoring Equipment],MONITOR,MICROMETRIX,https://water.sabah.gov.my/sites/default/files/uploads/products/23444/sijil-website-jans2025133-solidum-sabah-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=1
34,1,"IKHUA ENGINEERING SDN BHD No. 1, Jalan 1/1, Taman Industri Selesa Jaya, Off Jalan Balakong,43300 Balakong, Selangor",18-08-2027,PUMP,B [Conveyance Of Water],Pump,CNP,https://water.sabah.gov.my/sites/default/files/uploads/products/23443/sijil-website-jans2025132-ikhua-engineering-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=1
35,1,"LYE MANUFACTURING SDN BHD Lot 36, Jalan BRP9/2B, Putra Industrial Park, Bukit Rahman Putra, 47000 Sungai Buloh, Selangor",18-08-2027,VALVE,A [Conveyance of Water],VALVE,LYE,https://water.sabah.gov.my/sites/default/files/uploads/products/23442/sijil-website-jans2025131-lye-manufacturing-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=1
36,1,"LYE MANUFACTURING SDN BHD Lot 36, Jalan Brp 9/2B, Putra Industrial Park, Bukit Rahman Putra, 47000 Sungai Buloh, Selangor Darul Ehsan",18-08-2027,FITTINGS,A [Conveyance of Water],FITTINGS,LYE,https://water.sabah.gov.my/sites/default/files/uploads/products/23441/sijil-website-jans2025130-lye-manufacturing-sdn-bhd-fittings.pdf,https://water.sabah.gov.my/products?page=1
37,1,"LYE MANUFACTURING SDN BHD Lot 36, Jalan Brp 9/2B, Putra Industrial Park, Bukit Rahman Putra, 47000 Sungai Buloh, Selangor Darul Ehsan",18-08-2027,FITTINGS,A [Conveyance of Water],FITTINGS,LYE,https://water.sabah.gov.my/sites/default/files/uploads/products/23440/sijil-website-jans2025129-lye-manufacturing-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=1
38,1,"LYE MANUFACTURING SDN BHD Lot 36, Jalan Brp 9/2B, Putra Industrial Park, Bukit Rahman Putra, 47000 Sungai Buloh, Selangor Darul Ehsan",18-08-2027,VALVE,A [Flow Control],VALVE,LYE,https://water.sabah.gov.my/sites/default/files/uploads/products/23439/sijil-website-jans2025128-lye-manufacturing-sdn-bhd-gate-valve.pdf,https://water.sabah.gov.my/products?page=1
39,1,"LYE MANUFACTURING SDN BHD Lot 36, Jalan Brp 9/2B, Putra Industrial Park, Bukit Rahman Putra, 47000 Sungai Buloh, Selangor Darul Ehsan",18-08-2027,VALVE,A [Flow Control],VALVE,LYE,https://water.sabah.gov.my/sites/default/files/uploads/products/23438/sijil-website-jans2025127-lye-manufacturing-sdn-bhd-gate-valve.pdf,https://water.sabah.gov.my/products?page=1
40,1,"BUTELINE MALAYSIA SDN BHD Unit G-2-1, Block Gurney, Plaza Arkadia, No.3 Jalan Intisari Perdana Desa Parkcity, 52200 Kepong, Wilayah Persekutuan Kuala Lumpur",18-08-2027,POLYETHYLENE (PE) PIPES & FITTINGS,A [Conveyance of Water],PIPES & FITTINGS,BUTELINE,https://water.sabah.gov.my/sites/default/files/uploads/products/23437/sijil-website-jans2025126-buteline-malaysia-sdn-bhd-polyethylene-pe-pipes-fitting.pdf,https://water.sabah.gov.my/products?page=1
41,1,"BUTELINE MALAYSIA SDN BHD Unit G-2-1, Block Gurney, Plaza Arkadia, No.3 Jalan Intisari Perdana Desa Parkcity, 52200 Kepong, Wilayah Persekutuan Kuala Lumpur",18-08-2027,POLYBUTYLENE (PB) PIPES & FITTINGS,A [Conveyance of Water],PIPES & FITTINGS,BUTELINE,https://water.sabah.gov.my/sites/default/files/uploads/products/23436/sijil-website-jans2025125-buteline-malaysia-sdn-bhd-polybutylene-pb-pipe-and-fitting.pdf,https://water.sabah.gov.my/products?page=1
42,1,"PIPEWORKS SDN BHD 7-3-10, 3rd Floor, Jalan 31109 F, Danau Business Centre, 58100 Kuala Lumpur",18-08-2027,MILD STEEEL CEMENT LINING PIPES AND FITTINGS,A [Conveyance of Water],PIPES & FITTINGS,PIPEWORKS,https://water.sabah.gov.my/sites/default/files/uploads/products/23435/sijil-website-jans2025124-pipeworks-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=1
43,1,"PAM AKTIF SDN BHD Lot 21, Block E, Suria Inanam, Jalan Tuaran Bypass, 88450, Kota Kinabalu, Sabah",18-08-2027,CENTRIFUGAL PUMP,B [Flow Control],Pump,GPA,https://water.sabah.gov.my/sites/default/files/uploads/products/23434/sijil-website-jans2025123-pam-aktif-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=1
44,1,"XYLEM WATER SOLUTIONS MALAYSIA SDN BHD No.1, Jalan Jurunilai U1/20, Hicom-Glenmarie Industrial Park, 40150 Shah Alam, Selangor",18-08-2027,Underdrain System,B [Water Treatment Equipment],Underdrain System,LEOPOLD,https://water.sabah.gov.my/sites/default/files/uploads/products/23433/sijil-website-jans2025122-xylem-water-solutions-malaysia-sdn-bhd-leopold.pdf,https://water.sabah.gov.my/products?page=1
45,1,"XYLEM WATER SOLUTIONS MALAYSIA SDN BHD No.1, Jalan Jurunilai U1/20, Hicom-Glenmarie Industrial Park, 40150 Shah Alam, Selangor",18-08-2027,CENTRIFUGAL PUMP,B [Flow Control],Pump,LOWARA,https://water.sabah.gov.my/sites/default/files/uploads/products/23432/sijil-website-jans2025121ab-xylem-water-solutions-malaysia-sdn-bhd-lowara.pdf,https://water.sabah.gov.my/products?page=1
46,1,"XYLEM WATER SOLUTIONS MALAYSIA SDN BHD No.1, Jalan Jurunilai U1/20, Hicom-Glenmarie Industrial Park, 40150 Shah Alam, Selangor.",18-08-2027,CENTRIFUGAL PUMP,B [Flow Control],Pump,FLYGT,https://water.sabah.gov.my/sites/default/files/uploads/products/23431/sijil-website-jans2025120-xylem-water-solutions-malaysia-sdn-bhd-flygt.pdf,https://water.sabah.gov.my/products?page=1
47,1,"EURATECH INDUSTRIES SDN BHD Lot 1478, Nilai Industrial Estate Phase II, 71800 Nilai, Negeri Sembilan",18-08-2027,"ABS Pipe, Fittings & ABS Solvent Cement",A [Conveyance of Water],"PIPE, Fittings & Solvent Cement","EURAPIPE, EURA",https://water.sabah.gov.my/sites/default/files/uploads/products/23430/sijil-website-jans2025118-euratech-industries-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=1
48,1,"ALLPIPES TECHNOLOGY SDN BHD Lot 36, Jalan Brp 9/2B, Putra Industrial Park,Bukit Rahman Putra, 47000 Sungai Buloh, Selangor Darul Ehsan",18-08-2027,PIPES & FITTINGS,A [Conveyance of Water],PIPES & FITTINGS,ALLPIPES,https://water.sabah.gov.my/sites/default/files/uploads/products/23429/sijil-website-jans2025117-allpipes-twchnology-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=1
49,1,"CEL BIOCHEM SDN BHD Lot 13A-02, 2nd Floor, Wisma Langat, Towering Industry Centre, Jalan Penampang, 88200 Kota Kinabalu, Sabah",18-08-2027,ALUMINIUM SULPHATE,B [Water],Aluminium Sulphate,ALUMINIUM SULPHATE,https://water.sabah.gov.my/sites/default/files/uploads/products/23428/sijil-website-jans2025116-cel-biochem-sdn-bhd-aluminium-sulphate-spci.pdf,https://water.sabah.gov.my/products?page=1
50,1,"CEL BIOCHEM SDN BHD Lot 13A-02, 2nd Floor, Wisma Langat, Towering Industry Centre, Jalan Penampang, 88200 Kota Kinabalu, Sabah",18-08-2024,ALUMINIUM SULPHATE,B [Water],Aluminium Sulphate,SSC,https://water.sabah.gov.my/sites/default/files/uploads/products/23427/sijil-website-jans2025115-cel-biochem-sdn-bhd-aluminium-sulphate-ssc.pdf,https://water.sabah.gov.my/products?page=1
51,1,"CEL BIOCHEM SDN BHD Lot 13A-02, 2nd Floor, Wisma Langat, Towering Industry Centre, Jalan Penampang, 88200 Kota Kinabalu, Sabah",18-08-2027,Volumetric Piston Water Meter,A [Measuring Device],WATER METER,MINCH,https://water.sabah.gov.my/sites/default/files/uploads/products/23426/sijil-website-jans2025114-cel-biochem-sdn-bhd-volumetric-piston-water-meter.pdf,https://water.sabah.gov.my/products?page=1
